header,taxon,protein,sp,description,vog,.species.name,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,viral.family,protClstr,aa,perc.id_protClstr,protClstr_rep
1985178.YP_009626704.1 hypothetical protein [Bacillus virus BM15],1985178,YP_009626704.1,Bacillus virus BM15, hypothetical protein,VOG00050,Bacillus virus BM15,phage,NCBI Refseq,209,NC_042140,2869,165213,100,TRUE,Bacillus virus BM15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus,NC_042140,NA,NA,NA,1404,Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia,30581654,"Literature, NCBI Virus",NA,NA,1,Herelleviridae,20,212,98.58,FALSE
2059850.YP_009818180.1 putative sigma factor [Lactobacillus phage Lpa804],2059850,YP_009818180.1,Lactobacillus phage Lpa804, putative sigma factor,VOG00050,Lactobacillus phage Lpa804,phage,NCBI Refseq,209,NC_048134,3186,142567,100,TRUE,Lactobacillus phage Lpa804,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Harbinvirus; Lactobacillus virus Lpa804,NC_048134,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,Herelleviridae,18,227,96.92,FALSE
207656.YP_008318397.1 putative late sigma factor [Bacillus phage phiNIT1],207656,YP_008318397.1,Bacillus phage phiNIT1, putative late sigma factor,VOG00050,Bacillus phage phiNIT1,phage,NCBI Refseq,209,NC_021856,3286,155631,100,TRUE,Bacillus phage phiNIT1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Nitunavirus; Bacillus virus NIT1,NC_021856,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,27885938,"Literature, RefSeq",NA,NA,1,Herelleviridae,60,211,99.53,FALSE
2079429.YP_009798107.1 sigma factor [Lactobacillus phage Bacchae],2079429,YP_009798107.1,Lactobacillus phage Bacchae, sigma factor,VOG00050,Lactobacillus phage Bacchae,phage,NCBI Refseq,209,NC_047924,3184,141124,100,TRUE,Lactobacillus phage Bacchae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Harbinvirus; Lactobacillus virus Bacchae,NC_047924,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,Herelleviridae,18,251,100,TRUE
2079433.YP_009798418.1 sigma factor [Lactobacillus phage Semele],2079433,YP_009798418.1,Lactobacillus phage Semele, sigma factor,VOG00050,Lactobacillus phage Semele,phage,NCBI Refseq,209,NC_047926,3127,139450,100,TRUE,Lactobacillus phage Semele,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Harbinvirus; Lactobacillus virus Semele,NC_047926,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,Herelleviridae,18,251,99.6,FALSE
2126724.YP_009799998.1 hypothetical protein [Staphylococcus phage phiSA_BS2],2126724,YP_009799998.1,Staphylococcus phage phiSA_BS2, hypothetical protein,VOG00050,Staphylococcus phage phiSA_BS2,phage,NCBI Refseq,209,NC_047948,3070,149229,100,TRUE,Staphylococcus phage phiSA_BS2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Baoshanvirus; Staphylococcus virus BS2,NC_047948,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,69,217,100,TRUE
2126734.YP_009799579.1 hypothetical protein [Staphylococcus phage phiSA_BS1],2126734,YP_009799579.1,Staphylococcus phage phiSA_BS1, hypothetical protein,VOG00050,Staphylococcus phage phiSA_BS1,phage,NCBI Refseq,209,NC_047945,3185,142978,100,TRUE,Staphylococcus phage phiSA_BS1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Baoshanvirus; Staphylococcus virus BS1,NC_047945,NA,NA,NA,29387,Staphylococcus sp.,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,69,217,99.54,FALSE
221915.YP_009041371.1 putative sigma factor [Staphylococcus virus K],221915,YP_009041371.1,Staphylococcus virus K, putative sigma factor,VOG00050,Staphylococcus virus K,phage,NCBI Refseq,209,NC_005880,3065,148317,100,TRUE,Staphylococcus virus K,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus,NC_005880,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,1,Herelleviridae,2,220,100,FALSE
2283013.YP_009840610.1 putative RNA polymerase sigma factor 1 [Bacillus phage BSP38],2283013,YP_009840610.1,Bacillus phage BSP38, putative RNA polymerase sigma factor 1,VOG00050,Bacillus phage BSP38,phage,NCBI Refseq,209,NC_048726,3093,153268,100,TRUE,Bacillus phage BSP38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Jeonjuvirus; Bacillus virus BSP38,NC_048726,NA,NA,NA,1402,Bacillus licheniformis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,30506469,Literature,NA,NA,2,Herelleviridae,242,211,100,TRUE
2315483.YP_009814287.1 sigma factor [Lactobacillus phage Iacchus],2315483,YP_009814287.1,Lactobacillus phage Iacchus, sigma factor,VOG00050,Lactobacillus phage Iacchus,phage,NCBI Refseq,209,NC_048084,3146,137973,100,TRUE,Lactobacillus phage Iacchus,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Harbinvirus; Lactobacillus virus Iacchus,NC_048084,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,Herelleviridae,18,227,97.36,FALSE
2315485.YP_009814457.1 sigma factor [Lactobacillus phage Bromius],2315485,YP_009814457.1,Lactobacillus phage Bromius, sigma factor,VOG00050,Lactobacillus phage Bromius,phage,NCBI Refseq,209,NC_048085,3140,140527,100,TRUE,Lactobacillus phage Bromius,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Harbinvirus; Lactobacillus virus Bromius,NC_048085,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,Herelleviridae,18,227,96.92,FALSE
2315766.YP_009814869.1 hypothetical protein [Enterococcus phage EfV12-phi1],2315766,YP_009814869.1,Enterococcus phage EfV12-phi1, hypothetical protein,VOG00050,Enterococcus phage EfV12-phi1,phage,NCBI Refseq,209,NC_048087,3096,152770,100,TRUE,Enterococcus phage EfV12-phi1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Schiekvirus; Enterococcus virus EfV12,NC_048087,NA,NA,NA,525279,Enterococcus faecium TX1330,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus; Enterococcus faecium,NA,RefSeq,NA,NA,1,Herelleviridae,45,205,100,FALSE
2510941.YP_009844328.1 RNA polymerase sigma factor [Lactobacillus phage SAC12B],2510941,YP_009844328.1,Lactobacillus phage SAC12B, RNA polymerase sigma factor,VOG00050,Lactobacillus phage SAC12B,phage,NCBI Refseq,209,NC_048754,2428,136608,100,TRUE,Lactobacillus phage SAC12B,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Tybeckvirus; Lactobacillus virus SAC12B,NC_048754,NA,NA,NA,1580,Levilactobacillus brevis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Levilactobacillus,NA,RefSeq,NA,NA,1,Herelleviridae,187,297,100,TRUE
2510942.YP_009843985.1 RNA polymerase sigma factor [Lactobacillus phage 521B],2510942,YP_009843985.1,Lactobacillus phage 521B, RNA polymerase sigma factor,VOG00050,Lactobacillus phage 521B,phage,NCBI Refseq,209,NC_048752,2431,136442,100,TRUE,Lactobacillus phage 521B,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Tybeckvirus; Lactobacillus virus 521B,NC_048752,NA,NA,NA,1580,Levilactobacillus brevis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Levilactobacillus,NA,RefSeq,NA,NA,1,Herelleviridae,189,295,100,TRUE
2510943.YP_009844105.1 RNA polymerase sigma factor [Lactobacillus phage 3-521],2510943,YP_009844105.1,Lactobacillus phage 3-521, RNA polymerase sigma factor,VOG00050,Lactobacillus phage 3-521,phage,NCBI Refseq,209,NC_048753,3134,140816,100,TRUE,Lactobacillus phage 3-521,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Watanabevirus; Lactobacillus virus 3-521,NC_048753,NA,NA,NA,1580,Levilactobacillus brevis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Levilactobacillus,NA,RefSeq,NA,NA,1,Herelleviridae,200,260,100,TRUE
2593638.YP_009850071.1 hypothetical protein [Bacillus phage vB_BmeM-Goe8],2593638,YP_009850071.1,Bacillus phage vB_BmeM-Goe8, hypothetical protein,VOG00050,Bacillus phage vB_BmeM-Goe8,phage,NCBI Refseq,209,NC_048797,3259,161583,100,TRUE,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Goettingenvirus; Bacillus virus vBBmeMGoe8,NC_048797,NA,NA,NA,592022,Priestia megaterium DSM 319,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia; Priestia megaterium,31863264,"Literature, RefSeq",NA,NA,1,Herelleviridae,263,211,100,TRUE
2884427.YP_002300430.1 gp34 [Bacillus phage SPO1],2884427,YP_002300430.1,Bacillus phage SPO1, gp34,VOG00050,Bacillus phage SPO1,phage,NCBI Refseq,209,NC_011421,2396,132562,100,TRUE,Bacillus phage SPO1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Okubovirus; Bacillus virus SPO1,NC_011421,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,"RefSeq, UniProt",NA,NA,1,Herelleviridae,91,197,100,TRUE
292029.YP_240964.1 putative sigma factor [Staphylococcus virus G1],292029,YP_240964.1,Staphylococcus virus G1, putative sigma factor,VOG00050,Staphylococcus virus G1,phage,NCBI Refseq,209,NC_007066,3151,138715,100,TRUE,Staphylococcus virus G1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus,NC_007066,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,2,220,100,FALSE
307898.YP_009224564.1 putative sigma factor [Staphylococcus phage 812],307898,YP_009224564.1,Staphylococcus phage 812, putative sigma factor,VOG00050,Staphylococcus phage 812,phage,NCBI Refseq,209,NC_029080,3179,142096,100,TRUE,Staphylococcus phage 812,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; unclassified Kayvirus,NC_029080,NA,NA,NA,1279,Staphylococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NA,"NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,2,220,100,FALSE
330395.YP_406450.1 gp74 [Listeria virus P100],330395,YP_406450.1,Listeria virus P100, gp74,VOG00050,Listeria virus P100,phage,NCBI Refseq,209,NC_007610,2410,131384,100,TRUE,Listeria virus P100,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus,NC_007610,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,"NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,5,212,100,FALSE
40523.YP_001468523.1 gp143 [Listeria virus A511],40523,YP_001468523.1,Listeria virus A511, gp143,VOG00050,Listeria virus A511,phage,NCBI Refseq,209,NC_009811,3149,137619,100,TRUE,Listeria virus A511,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus,NC_009811,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,1,Herelleviridae,5,212,99.06,FALSE
442493.YP_001504175.1 putative sigma factor [Enterococcus phage EF24C (Enterococcus faecalis bacteriophage phiEF24C)],442493,YP_001504175.1,Enterococcus phage EF24C (Enterococcus faecalis bacteriophage phiEF24C), putative sigma factor,VOG00050,Enterococcus phage EF24C (Enterococcus faecalis bacteriophage phiEF24C),phage,NCBI Refseq,209,NC_009904,25,142072,100,TRUE,Enterococcus phage EF24C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Kochikohdavirus; Enterococcus virus EF24C,NC_009904,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,"RefSeq, UniProt",NA,NA,1,Herelleviridae,34,204,99.51,FALSE
516541.YP_009781998.1 putative sigma factor [Staphylococcus phage A5W],516541,YP_009781998.1,Staphylococcus phage A5W, putative sigma factor,VOG00050,Staphylococcus phage A5W,phage,NCBI Refseq,209,NC_047728,3174,145542,100,TRUE,Staphylococcus phage A5W,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1,NC_047728,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
55510.YP_238615.1 ORF058 [Staphylococcus virus Twort],55510,YP_238615.1,Staphylococcus virus Twort, ORF058,VOG00050,Staphylococcus virus Twort,phage,NCBI Refseq,209,NC_007021,2413,130706,100,TRUE,Staphylococcus virus Twort,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Twortvirus,NC_007021,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,262,211,100,TRUE
57477.YP_006907409.1 hypothetical protein [Bacillus phage Bastille],57477,YP_006907409.1,Bacillus phage Bastille, hypothetical protein,VOG00050,Bacillus phage Bastille,phage,NCBI Refseq,209,NC_018856,3106,153962,100,TRUE,Bacillus phage Bastille,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus Bastille,NC_018856,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,Herelleviridae,31,214,99.53,FALSE
584892.YP_009031424.1 putative RNA polymerase sigma factor [Bacillus phage Bcp1],584892,YP_009031424.1,Bacillus phage Bcp1, putative RNA polymerase sigma factor,VOG00050,Bacillus phage Bcp1,phage,NCBI Refseq,209,NC_024137,3099,152778,100,TRUE,Bacillus phage Bcp1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bcp1,NC_024137,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,Herelleviridae,20,212,99.06,TRUE
632112.YP_002790835.1 putative sigma factor [Lactobacillus virus Lb338-1],632112,YP_002790835.1,Lactobacillus virus Lb338-1, putative sigma factor,VOG00050,Lactobacillus virus Lb338-1,phage,NCBI Refseq,209,NC_012530,3190,142111,100,TRUE,Lactobacillus virus Lb338-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Mooreparkvirus,NC_012530,NA,NA,NA,1597,Lacticaseibacillus paracasei,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lacticaseibacillus,NA,NA,NA,NA,1,Herelleviridae,286,222,100,TRUE
760530.YP_007002270.1 putative sigma factor [Staphylococcus phage G15],760530,YP_007002270.1,Staphylococcus phage G15, putative sigma factor,VOG00050,Staphylococcus phage G15,phage,NCBI Refseq,209,NC_019448,3139,139806,100,TRUE,Staphylococcus phage G15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G15,NC_019448,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
764595.YP_004957120.1 gp105 [Bacillus phage W.Ph],764595,YP_004957120.1,Bacillus phage W.Ph, gp105,VOG00050,Bacillus phage W.Ph,phage,NCBI Refseq,209,NC_016563,3319,156897,100,TRUE,Bacillus phage W.Ph.,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus WPh,NC_016563,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,Herelleviridae,247,215,100,TRUE
857312.YP_004301485.1 gp152 [Brochothrix phage A9],857312,YP_004301485.1,Brochothrix phage A9, gp152,VOG00050,Brochothrix phage A9,phage,NCBI Refseq,209,NC_015253,2485,127065,100,TRUE,Brochothrix phage A9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brochothrix virus A9,NC_015253,NA,NA,NA,2756,Brochothrix thermosphacta,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Brochothrix,NA,RefSeq,NA,NA,1,Herelleviridae,129,186,100,TRUE
941058.YP_007003457.1 sigma factor [Bacillus phage SP-10],941058,YP_007003457.1,Bacillus phage SP-10, sigma factor,VOG00050,Bacillus phage SP-10,phage,NCBI Refseq,209,NC_019487,3165,143986,100,TRUE,Bacillus phage SP-10,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; unclassified Spounavirinae,NC_019487,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,21597187,Literature,NA,NA,1,Herelleviridae,105,181,100,TRUE
1126949.YP_009783734.1 putative RNA polymerase sigma 28 subunit SigF [Bacillus phage B5S],1126949,YP_009783734.1,Bacillus phage B5S, putative RNA polymerase sigma 28 subunit SigF,VOG00050,Bacillus phage B5S,phage,NCBI Refseq,209,NC_047736,34,162598,100,TRUE,Bacillus phage B5S,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus B4; Bacillus phage B4,NC_047736,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,25100842,"Literature, RefSeq",NA,NA,1,Herelleviridae,202,270,100,TRUE
1126950.YP_006907943.1 putative RNA polymerase sigma 28 subunit SigF [Bacillus phage BCP78],1126950,YP_006907943.1,Bacillus phage BCP78, putative RNA polymerase sigma 28 subunit SigF,VOG00050,Bacillus phage BCP78,phage,NCBI Refseq,209,NC_018860,3268,156176,100,TRUE,Bacillus phage BCP78,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus BCP78,NC_018860,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,Herelleviridae,90,566,100,TRUE
1126950.YP_006907944.1 putative RNA polymerase sigma 28 subunit SigG [Bacillus phage BCP78],1126950,YP_006907944.1,Bacillus phage BCP78, putative RNA polymerase sigma 28 subunit SigG,VOG00050,Bacillus phage BCP78,phage,NCBI Refseq,209,NC_018860,3268,156176,100,TRUE,Bacillus phage BCP78,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus BCP78,NC_018860,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,Herelleviridae,64,246,100,TRUE
1126951.YP_009783471.1 putative RNA polymerase sigma 28 subunit SigF [Bacillus phage BCU4],1126951,YP_009783471.1,Bacillus phage BCU4, putative RNA polymerase sigma 28 subunit SigF,VOG00050,Bacillus phage BCU4,phage,NCBI Refseq,209,NC_047735,3100,154371,100,TRUE,Bacillus phage BCU4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus BCP78,NC_047735,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24264384,"Literature, RefSeq",NA,NA,1,Herelleviridae,90,566,100,FALSE
1126951.YP_009783472.1 putative RNA polymerase sigma 28 subunit SigG [Bacillus phage BCU4],1126951,YP_009783472.1,Bacillus phage BCU4, putative RNA polymerase sigma 28 subunit SigG,VOG00050,Bacillus phage BCU4,phage,NCBI Refseq,209,NC_047735,3100,154371,100,TRUE,Bacillus phage BCU4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus BCP78,NC_047735,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24264384,"Literature, RefSeq",NA,NA,1,Herelleviridae,64,246,100,FALSE
"1129192.YP_009149686.1 putative RNA polymerase sigma-70 factor, sigma-B/F/G subfamily [Bacillus phage BCP8-2]",1129192,YP_009149686.1,Bacillus phage BCP8-2," putative RNA polymerase sigma-70 factor, sigma-B/F/G subfamily",VOG00050,Bacillus phage BCP8-2,phage,NCBI Refseq,209,NC_027355,3222,159071,100,TRUE,Bacillus phage BCP8-2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus BCP82,NC_027355,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,Herelleviridae,61,250,100,TRUE
